,Outlet,String,Label,R.E.1,R.E.2,R.E.3,R.E.4,R.E.5,R.E.tag,TagLabel
5182,130,"start=""2"" align=center>	<Font color=ffafaf size=5>30%</font>	</td></tr><tr align=l",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5183,19,"in LH115, George Springer<DD> Section 9060, MWF 9:05-9:55, in BH304, Jonathan Sobe",0,1,0,0,0,1,ooooooooooooooooooooooooooooooyyyyyyyyyyyooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5184,504,"<address>email: jbs@cs.unc.edu  <address>url: <!WA13><A HREF=""http://www.cs.unc.ed",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5185,203,TServer: NCSA/1.5Content-type: text/html<TITLE>CS-550: Advanced Computer Architectu,1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
5186,453,a></address><!-- Created: Thu Sep 26 18:47:37 PDT 1996 --><!-- hhmts start -->Last m,0,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5187,379,"2><a href=""http://www.cs.pitt.edu/UgEdu/courses/cs0445.htm""> CS 0445</a>.<p><b><li>R",1,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
5188,589,"edu/cs/academics/courses/cs261/readings/patterson-1988.html"">A Case for Redundant   ",1,0,0,1,0,1,oooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooo
5189,510,"assing</A> (Thurs. 9/19/96).<li> Lecture 7 -- <!WA28><A HREF = ""http://www.cs.unc.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5190,88,"ebo.cs.byu.edu/~clement/cs560/uni/011_047.ps""> 11-47</A>,<!WA73><A HREF=""http://ne",1,0,0,1,0,1,ooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooo
5191,556,"/faculty/weissman/graphics/prchment.gif""> <h1> CS 6523 Distributed Operating Systems",1,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooo
5192,434,"6><A HREF=""http://www.cs.tamu.edu/course-info/cpsc435/fall96/yurttas/HW/hw-01.d""> /",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooo
5193,571,"e all the students who are interested.<HR>For <!WA10><A HREF=""http://www.csc.ncsu.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5194,208,"ort.<DT>09/28<DD>  Median in exp. linear time.<DT>10/03<DD>  Hashing, with linked ",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5195,317,"A><li> phone: 660-6522<li> office hours: Monday 2:00-3:30, Thursday 11:00-12:30 <b",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5196,550,"HREF=""http://www.cs.usask.ca/classes/250/tutorials96/961007/961007.html"">HTML vers",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5197,575," 6 </A> </UL><h2> Email to TA's  and Dr. Sha: <!WA17><A HREF=""mailto:cse341TA@cse.",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyooooooo
5198,85,"rsion: 1.0Server: CERN/3.0Date: Wednesday, 20-Nov-96 21:55:25 GMTContent-Type: tex",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5199,198,".bu.edu</EM>>.<P><PRE>Created on: <EM>January 16, 1995.</EM>Updated on: <EM>May 9, 1",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5200,257,hr><ADDRESS>Converted to HTML Wed Jan 18 11:38:29 1995 ... </ADDRESS><EM>UpdatedWed ,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5201,401,"Server: Netscape-Commerce/1.12Date: Wednesday, 20-Nov-96 22:45:16 GMTLast-modif",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5202,538," <i>Tuesday</i> 10/15, Types	<li> <i>Thursday</i> 10/17, Parameter Passing Techniq",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5203,599,"0><A HREF=""ftp://ftp.eecs.tulane.edu/pub/buckles/C420/soln8.ps"">	  Solutions</A>   ",0,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5204,514,"href=""http://www.cs.unc.edu/~sc/teaching/COMP122-F1996/exams.html""> Exams</a> <p><!W",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooooo
5205,549,"lign=""MIDDLE"" SRC=""http://www.cs.usask.ca/classes/215/mailto1.gif"" alt=""8)""></A> &#",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5206,79, GMTContent-length: 6773<HTML><HEAD>    <TITLE>CS 456 - Interactive Software</TITLE,1,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
5207,436,"F=""http://www.cs.tamu.edu/course-info/cpsc629/fall96/chen/notes/""> <b>lecture note",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooyyyyooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooooooooo
5208,233,1 Home Page </TITLE> </head><BODY><HR><HR><H1> CS 101 C1 -- Fall 1996 </H1><HR><HR>,1,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooyyyyyyyyooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
5209,427,@cs.rutgers.edu</a><br>	Office hours: <br>	Mon. 2:30 - 4:30	<p>	<!WA4><a href=http,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5210,275," ST-II, RSVP<td>Homework #1<td><tr><td>3<td>Tu, 9/17<td>multicast<br>review: audio",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5211,145,".nd.edu/~ytian> Yi Tian</A> (<em>e-mail:</em> <!WA32><a href=""mailto:ytian@bach.he",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5212,78,"eecs.berkeley.edu/icons/char/indent.gif""><a name=""867388""></a>This course aims to co",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5213,592,courses/cs287r/psets.html>here</a>.<ul><li>PS1: 2.14-16.  Due 2/15/96.  <!WA26><a ,1,0,0,1,0,1,ooooooooyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooyyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5214,297,"Content-type: text/htmlLast-modified: Tue, 03 Sep 1996 13:09:04 GMTContent-length: 8",0,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5215,227,"es/cs113-96/standish/Ch4programs.txt"">4</a>,  <!WA20><A href=""http://www.cs.bu.edu",1,0,0,1,0,1,oooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5216,419,"://www.cs.rpi.edu/~dugan/gif/datebook.gif"" HEIGHT=64 WIDTH=64></TH>  <TH COLSPAN=8",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5217,200,"f = ""http://www.cs.bu.edu/faculty/best/crs/cs450/F95/adm/references.html"">     Tex",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooo
5218,319,"ormat.txt""> <b>	format.cc</b></a>        <li> <!WA67><a href=""http://www.cs.duke.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5219,30,"toring someone else.</p><center><!WA27><img width=515 height=200 alt=""humor"" src=""h",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5220,259,"/TR>   <TR VALIGN=""top"" ALIGN=""left"">	<TD COLSPAN=12></TD>	<!-- These 5 columns oc",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5221,315,"ce Test for Test 2 This semester</H4><UL><LI> <!WA78><A HREF=""http://www.cs.duke.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5222,380,"ilto:rbull@pomona.edu"">Everett Bull</A><BR>August 30, 1995</I></ADDRESS></BODY>",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5223,417,"ctalk"">The source code to RPCtalk</a></LI><li><!WA68><a href=""http://www.cs.rpi.ed",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5224,529,"of Computer Programming, vol.I</i>, Addison-Wesley1975.<li> Ross and Wright, <i> Dis",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5225,351,"na.edu/classes/b581/node8.html#SECTION00000070000000000000""> How to get ready for th",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5226,171,ype: text/htmlContent-length: 333<html><title>CIS 500 Information</title><h1>CIS 50,1,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooo
5227,141,"e exams, exam dates and solutions.</DD><P><LI><!WA15><A HREF=http://wizard.cse.nd.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5228,493,"ct3.ascii"">Project 3 (ASCII document)</A><LI> <!WA40><A HREF=""http://www.cs.uiowa.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5229,590,"//www.deas.harvard.edu/cs/academics/courses/cs265/1996/lect6.html""> Web: WWW File Sy",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooo
5230,407,"F=""http://www.CS.Princeton.EDU/courses/archive/spr96/cs291/links.html"">Links of In",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooo
5231,368,"ersity of Waterloo Technical Report no. TR-OED-91-01, 1991<BR><BR><DT> <STRONG>Yos",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5232,2,</a></td></tr><tr><th>Prerequisites:</th><td>EECS 380</td></tr><tr><th>Meeting Time,1,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyoooooooooooooooooooooooooooooo
5233,452,"> ***************************October 17, 1996   1:00 pm***************************",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5234,318,"/assign2.hint"">   Assignment 2 hints </A><LI> <!WA28><A href=""http://www.cs.duke.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5235,365,(out of 20)<TD>14.7<TD>4.4<TR><TD>Midterm (out of 90)<TD>70 (78%)<TD>15</TABLE><H3,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5236,393,"Server: Netscape-Commerce/1.12Date: Wednesday, 20-Nov-96 22:46:36 GMTLast-modif",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5237,208,ive more detailed plan of topics:<DD> <DL ><DT>09/05<DD>  Intro. Insertion sort. A,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5238,573," </TD> <TD> Withers 402A, Tuesday and Thursday, 9:50 - 11:05 </TD> </TR><TR><TD> <",0,1,0,0,0,1,ooooooooooooyyyyyyyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5239,391,"p://www.cs.princeton.edu/courses/archive/fall96/cs126/help/netscape.html"">Quick int",0,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5240,434,"1><A HREF=""http://www.cs.tamu.edu/course-info/cpsc435/fall96/yurttas/ST/sp95-03.ps""",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooo
5241,35,s</H3></A><!WA4><A HREF= http://slinky.cs.nyu.edu:8093/~sachs/graphics/><H3>Grader p,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5242,316,"3><A HREF=""http://www.cs.duke.edu/~ola/courses/cps108/fall96/joggle/bogdict.txt"">bo",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
5243,580,"uipment<br><H1>Interesting External Links</H1><!WA18><img src=""http://www.dcs.uky.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5244,213,"/A> ||		<!WA6><A href=""http://www.cs.bu.edu/labs/b19.html"">Lab Hrs</A> ||		<!WA7><",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5245,256,"9-12 MWF 9-11 TTH<BR><STRONG>e-mail:</STRONG> <!WA14><A HREF=""mailto:mellor@cs.byu",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5246,270,"/www.cs.columbia.edu/dcc/classes/E6998-025-F96/Oct10/cmip.htm"">Introduction to CMI",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooo
5247,533,"://www.cs.uoregon.edu/classes/cis410ethics/ethics.96.html""> Course Syllabus</a> <b",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooooooooooooooooooo
5248,55,"ise@cs.nyu.edu"">davise@cs.nyu.edu</a><LI> phone: (212) 998-3123<LI> office: 429 War",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5249,85," ""Database Systems Concepts,"" 	  Second Addition, 1991, McGraw-Hill (required)	<LI>L",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5250,476,"Date: Wed, 20 Nov 1996 23:17:55 GMTServer: ",0,1,0,0,0,1,ooooooooooooooyyyyyyyoooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooo
5251,491,"0DDDD"" LINK=""FF0000"" VLINK=""#dddddd""><CENTER>	<H2>22C:096/196  Parallel Programmin",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyyyyooooooooooooooooooooo
5252,482,7 Sep] Solutions to second homework posted. <LI> [11 Sep] Lecture notes on recursi,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5253,232,bu.edu/faculty/sclaroff/courses/cs480/Home.html>CS480</a>.  In addition toattending,1,0,0,1,0,1,ooooooooooooooooooooooooooooooooyyyyyoooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooo
5254,22,">		<DT><STRONG>Instructor:</STRONG><p>		<DD>		<!WA21><A href=""http://cs-pub.bu.edu",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5255,536,"/TD></TR><TR><TD ALIGN=""LEFT"" VALIGN=""TOP"" WIDTH=""120""><!WA12><A HREF=""http://www.c",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5256,38,"nyu.edu/cs/dept_info/course_home_pages/fall96/A22.0002/syllabus.txt""> Syllabus</A></",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyoooooooooooooooooooooooooooooo
5257,29,center>Yuh-Sheue<br>(Rosa)<br>Chen<br>         rcs12428@cs.fit.edu</td>    <td align,0,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5258,143, GMTContent-length: 4410<HTML><HEAD>    <TITLE>CSE322 Computer Architecture </TITLE,1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
5259,190,"A37><A HREF =""http://www.cs.columbia.edu/~radev/cs1001/Notes/Class15/class15.ps"">cla",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
5260,400,">Note: Course Meets in Small Auditorium <br>(room 105) of CS Building, Not Room 103",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyooooooooooooooooooooooyyyyyyyy,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5261,19,"le, in LH230A</UL><LI> Wednesday<UL><LI> 10:00-11:00 -- Mark Leone<LI> 1:30-3:30 -",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5262,13,"18:53:26 GMTServer: NCSA/1.5.2Last-modified: Thu, 01 Feb 1996 17:25:31 GMTContent-",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5263,106,"Date: Tue, 26 Nov 1996 19:08:20 GMTServer: ",0,1,0,0,0,1,ooooooooooooooyyyyyyyoooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooo
5264,405,"on.EDU/courses/archive/spr96/cs126/2.ps"">2</a><!WA42><a href=""http://www.CS.Prince",1,0,0,1,0,1,oooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooo
5265,421,"ntent-length: 3812Last-modified: Fri, 15 Nov 1996 21:01:57 GMT<title>Computing Lan",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5266,207,eated on: <EM>1996.08.30</EM>Updated on: <EM>1996.10.08</EM></PRE>,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5267,318,"blink>for Test 2 is Monday, Nov 18 at 7pm inLSRC D106.<hr><strong><blink> FINAL EXA",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5268,573,"EM>. Morgan Kaufmann.401-410.<P><DT><A NAME=""Woods88""><STRONG>Woods and Roth1988</",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
5269,196,"WA27><a href=""http://www.cs.bu.edu/courses/cs113/F96/exams/midterm.review"">Midterm",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooo
5270,467,".edu/images/green_horiz_line.gif><p>Welcome to CS 420/520, Data Communications Home",1,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyyyoooooooooooooooooooooooooo
5271,463,"or discussion of theoretical CS world-wide<li><!WA32><a href=""news:sci.logic"">sci.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
